#x	y	z	B_x	B_y	B_z
0	1	-0.2	-8.97e-08	-3.31e-24	0
0	1	-0.1	-1.46e-07	8.27e-24	5.29e-23
0	1	0	-1.95e-07	0	2.65e-23
0	1	0.1	-2.27e-07	1.49e-23	-2.65e-23
0	1	0.2	-2.4e-07	-9.93e-24	-1.32e-23
0	1	0.3	-2.36e-07	6.62e-24	1.32e-23
0	1	0.4	-2.22e-07	-1.32e-23	0
0	1	0.5	-2.03e-07	0	1.32e-23
0	1	0.6	-1.82e-07	-3.31e-24	0
0	1	0.7	-1.61e-07	0	-3.31e-24
0	1	0.8	-1.41e-07	0	3.31e-24
0	1	0.9	-1.24e-07	-4.96e-24	0
0	1	1	-1.09e-07	-1.65e-24	3.31e-24

0.1	-1	-1	-3.56e-08	-6.73e-09	-6.37e-09
0.1	-1	-0.9	-4.41e-08	-8.53e-09	-7.41e-09
0.1	-1	-0.8	-5.39e-08	-1.07e-08	-8.42e-09
0.1	-1	-0.7	-6.48e-08	-1.33e-08	-9.3e-09
0.1	-1	-0.6	-7.67e-08	-1.63e-08	-9.86e-09
0.1	-1	-0.5	-8.92e-08	-1.94e-08	-9.93e-09
0.1	-1	-0.4	-1.02e-07	-2.25e-08	-9.34e-09
0.1	-1	-0.3	-1.13e-07	-2.53e-08	-8e-09
0.1	-1	-0.2	-1.23e-07	-2.75e-08	-5.97e-09
0.1	-1	-0.1	-1.3e-07	-2.9e-08	-3.42e-09
0.1	-1	0	-1.35e-07	-2.98e-08	-5.69e-10
0.1	-1	0.1	-1.36e-07	-2.97e-08	2.34e-09
0.1	-1	0.2	-1.34e-07	-2.88e-08	5.08e-09
0.1	-1	0.3	-1.29e-07	-2.71e-08	7.41e-09
0.1	-1	0.4	-1.22e-07	-2.47e-08	9.15e-09
0.1	-1	0.5	-1.14e-07	-2.18e-08	1.02e-08
0.1	-1	0.6	-1.04e-07	-1.86e-08	1.06e-08
0.1	-1	0.7	-9.48e-08	-1.56e-08	1.04e-08
0.1	-1	0.8	-8.55e-08	-1.28e-08	9.87e-09
0.1	-1	0.9	-7.69e-08	-1.04e-08	9.08e-09
0.1	-1	1	-6.9e-08	-8.32e-09	8.18e-09
0.1	-0.9	-1	-4.08e-08	-7.51e-09	-8.09e-09
0.1	-0.9	-0.9	-5.14e-08	-9.71e-09	-9.58e-09
0.1	-0.9	-0.8	-6.37e-08	-1.24e-08	-1.11e-08
0.1	-0.9	-0.7	-7.79e-08	-1.57e-08	-1.24e-08
0.1	-0.9	-0.6	-9.36e-08	-1.94e-08	-1.32e-08
0.1	-0.9	-0.5	-1.1e-07	-2.31e-08	-1.32e-08
0.1	-0.9	-0.4	-1.27e-07	-2.64e-08	-1.21e-08
0.1	-0.9	-0.3	-1.42e-07	-2.9e-08	-9.95e-09
0.1	-0.9	-0.2	-1.55e-07	-3.05e-08	-6.93e-09
0.1	-0.9	-0.1	-1.65e-07	-3.12e-08	-3.51e-09
0.1	-0.9	0	-1.71e-07	-3.16e-08	-4.89e-11
0.1	-0.9	0.1	-1.72e-07	-3.2e-08	3.35e-09
0.1	-0.9	0.2	-1.69e-07	-3.2e-08	6.66e-09
0.1	-0.9	0.3	-1.62e-07	-3.13e-08	9.7e-09
0.1	-0.9	0.4	-1.51e-07	-2.93e-08	1.21e-08
0.1	-0.9	0.5	-1.39e-07	-2.62e-08	1.36e-08
0.1	-0.9	0.6	-1.26e-07	-2.25e-08	1.4e-08
0.1	-0.9	0.7	-1.13e-07	-1.87e-08	1.37e-08
0.1	-0.9	0.8	-1.01e-07	-1.51e-08	1.28e-08
0.1	-0.9	0.9	-8.94e-08	-1.21e-08	1.15e-08
0.1	-0.9	1	-7.92e-08	-9.52e-09	1.02e-08
0.1	-0.8	-1	-4.64e-08	-8.2e-09	-1.01e-08
0.1	-0.8	-0.9	-5.95e-08	-1.08e-08	-1.22e-08
0.1	-0.8	-0.8	-7.51e-08	-1.4e-08	-1.43e-08
0.1	-0.8	-0.7	-9.32e-08	-1.79e-08	-1.6e-08
0.1	-0.8	-0.6	-1.14e-07	-2.18e-08	-1.68e-08
0.1	-0.8	-0.5	-1.35e-07	-2.51e-08	-1.59e-08
0.1	-0.8	-0.4	-1.57e-07	-2.65e-08	-1.29e-08
0.1	-0.8	-0.3	-1.76e-07	-2.48e-08	-8.08e-09
0.1	-0.8	-0.2	-1.92e-07	-2.03e-08	-2.81e-09
0.1	-0.8	-0.1	-2.04e-07	-1.53e-08	1.21e-09
0.1	-0.8	0	-2.1e-07	-1.31e-08	3.39e-09
0.1	-0.8	0.1	-2.12e-07	-1.56e-08	4.85e-09
0.1	-0.8	0.2	-2.09e-07	-2.13e-08	7.18e-09
0.1	-0.8	0.3	-2e-07	-2.69e-08	1.07e-08
0.1	-0.8	0.4	-1.87e-07	-2.96e-08	1.44e-08
0.1	-0.8	0.5	-1.7e-07	-2.89e-08	1.71e-08
0.1	-0.8	0.6	-1.53e-07	-2.59e-08	1.81e-08
0.1	-0.8	0.7	-1.35e-07	-2.17e-08	1.77e-08
0.1	-0.8	0.8	-1.19e-07	-1.75e-08	1.64e-08
0.1	-0.8	0.9	-1.04e-07	-1.38e-08	1.46e-08
0.1	-0.8	1	-9.06e-08	-1.07e-08	1.26e-08
0.1	-0.7	-1	-5.23e-08	-8.66e-09	-1.24e-08
0.1	-0.7	-0.9	-6.82e-08	-1.16e-08	-1.52e-08
0.1	-0.7	-0.8	-8.76e-08	-1.52e-08	-1.78e-08
0.1	-0.7	-0.7	-1.11e-07	-1.91e-08	-1.95e-08
0.1	-0.7	-0.6	-1.36e-07	-2.21e-08	-1.89e-08
0.1	-0.7	-0.5	-1.63e-07	-2.14e-08	-1.39e-08
0.1	-0.7	-0.4	-1.88e-07	-1.29e-08	-3.48e-09
0.1	-0.7	-0.3	-2.07e-07	7.41e-09	1.09e-08
0.1	-0.7	-0.2	-2.19e-07	3.84e-08	2.32e-08
0.1	-0.7	-0.1	-2.24e-07	6.89e-08	2.59e-08
0.1	-0.7	0	-2.29e-07	8.33e-08	1.74e-08
0.1	-0.7	0.1	-2.35e-07	7.18e-08	5.42e-09
0.1	-0.7	0.2	-2.4e-07	4.19e-08	-2.93e-10
0.1	-0.7	0.3	-2.37e-07	9.02e-09	3.02e-09
0.1	-0.7	0.4	-2.25e-07	-1.41e-08	1.09e-08
0.1	-0.7	0.5	-2.06e-07	-2.49e-08	1.8e-08
0.1	-0.7	0.6	-1.83e-07	-2.66e-08	2.17e-08
0.1	-0.7	0.7	-1.6e-07	-2.38e-08	2.21e-08
0.1	-0.7	0.8	-1.39e-07	-1.95e-08	2.06e-08
0.1	-0.7	0.9	-1.2e-07	-1.53e-08	1.82e-08
0.1	-0.7	1	-1.03e-07	-1.17e-08	1.55e-08
0.1	-0.6	-1	-5.8e-08	-8.76e-09	-1.49e-08
0.1	-0.6	-0.9	-7.7e-08	-1.18e-08	-1.83e-08
0.1	-0.6	-0.8	-1.01e-07	-1.54e-08	-2.11e-08
0.1	-0.6	-0.7	-1.29e-07	-1.84e-08	-2.13e-08
0.1	-0.6	-0.6	-1.59e-07	-1.71e-08	-1.49e-08
0.1	-0.6	-0.5	-1.88e-07	-3.33e-09	4.21e-09
0.1	-0.6	-0.4	-2.05e-07	3.77e-08	4.12e-08
0.1	-0.6	-0.3	-1.97e-07	1.21e-07	9.01e-08
0.1	-0.6	-0.2	-1.55e-07	2.4e-07	1.25e-07
0.1	-0.6	-0.1	-9.85e-08	3.5e-07	1.16e-07
0.1	-0.6	0	-7.99e-08	4.05e-07	6.16e-08
0.1	-0.6	0.1	-1.12e-07	3.66e-07	-5.05e-09
0.1	-0.6	0.2	-1.81e-07	2.62e-07	-4.28e-08
0.1	-0.6	0.3	-2.34e-07	1.39e-07	-4.11e-08
0.1	-0.6	0.4	-2.51e-07	4.63e-08	-1.63e-08
0.1	-0.6	0.5	-2.41e-07	-2.69e-09	7.53e-09
0.1	-0.6	0.6	-2.17e-07	-2.08e-08	2.12e-08
0.1	-0.6	0.7	-1.89e-07	-2.35e-08	2.58e-08
0.1	-0.6	0.8	-1.61e-07	-2.05e-08	2.51e-08
0.1	-0.6	0.9	-1.37e-07	-1.62e-08	2.22e-08
0.1	-0.6	1	-1.17e-07	-1.24e-08	1.88e-08
0.1	-0.5	-1	-6.29e-08	-8.35e-09	-1.74e-08
0.1	-0.5	-0.9	-8.51e-08	-1.13e-08	-2.11e-08
0.1	-0.5	-0.8	-1.13e-07	-1.43e-08	-2.31e-08
0.1	-0.5	-0.7	-1.46e-07	-1.45e-08	-1.83e-08
0.1	-0.5	-0.6	-1.78e-07	-3.12e-09	4.73e-09
0.1	-0.5	-0.5	-1.94e-07	4.27e-08	6.6e-08
0.1	-0.5	-0.4	-1.5e-07	1.63e-07	1.81e-07
0.1	-0.5	-0.3	1.88e-08	3.85e-07	3.17e-07
0.1	-0.5	-0.2	3.27e-07	6.11e-07	3.54e-07
0.1	-0.5	-0.1	6.02e-07	7.54e-07	2.7e-07
0.1	-0.5	0	6.98e-07	8.11e-07	1.18e-07
0.1	-0.5	0.1	5.82e-07	7.96e-07	-4.48e-08
0.1	-0.5	0.2	2.94e-07	6.8e-07	-1.63e-07
0.1	-0.5	0.3	-2.82e-08	4.53e-07	-1.87e-07
0.1	-0.5	0.4	-2.08e-07	2.04e-07	-1.15e-07
0.1	-0.5	0.5	-2.6e-07	5.79e-08	-3.71e-08
0.1	-0.5	0.6	-2.48e-07	-2.05e-09	8.39e-09
0.1	-0.5	0.7	-2.18e-07	-1.88e-08	2.59e-08
0.1	-0.5	0.8	-1.85e-07	-1.98e-08	2.9e-08
0.1	-0.5	0.9	-1.56e-07	-1.64e-08	2.65e-08
0.1	-0.5	1	-1.31e-07	-1.25e-08	2.23e-08
0.1	-0.4	-1	-6.64e-08	-7.33e-09	-1.95e-08
0.1	-0.4	-0.9	-9.15e-08	-9.88e-09	-2.32e-08
0.1	-0.4	-0.8	-1.23e-07	-1.17e-08	-2.25e-08
0.1	-0.4	-0.7	-1.58e-07	-7.41e-09	-5.81e-09
0.1	-0.4	-0.6	-1.81e-07	2.09e-08	5.58e-08
0.1	-0.4	-0.5	-1.35e-07	1.21e-07	2.14e-07
0.1	-0.4	-0.4	1.35e-07	3.54e-07	4.76e-07
0.1	-0.4	-0.3	7.32e-07	5.74e-07	5.76e-07
0.1	-0.4	-0.2	1.26e-06	5.95e-07	4.19e-07
0.1	-0.4	-0.1	1.5e-06	5.26e-07	2.23e-07
0.1	-0.4	0	1.55e-06	5.04e-07	8.07e-08
0.1	-0.4	0.1	1.47e-06	5.63e-07	-5.1e-08
0.1	-0.4	0.2	1.22e-06	6.81e-07	-2.24e-07
0.1	-0.4	0.3	6.71e-07	7.02e-07	-3.83e-07
0.1	-0.4	0.4	6e-08	4.64e-07	-3.46e-07
0.1	-0.4	0.5	-2.18e-07	1.72e-07	-1.56e-07
0.1	-0.4	0.6	-2.68e-07	3.47e-08	-3.15e-08
0.1	-0.4	0.7	-2.46e-07	-8.5e-09	1.83e-08
0.1	-0.4	0.8	-2.1e-07	-1.69e-08	3.11e-08
0.1	-0.4	0.9	-1.75e-07	-1.53e-08	3.03e-08
0.1	-0.4	1	-1.46e-07	-1.19e-08	2.58e-08
0.1	-0.3	-1	-6.77e-08	-5.72e-09	-2.11e-08
0.1	-0.3	-0.9	-9.47e-08	-7.65e-09	-2.4e-08
0.1	-0.3	-0.8	-1.28e-07	-8.15e-09	-1.82e-08
0.1	-0.3	-0.7	-1.6e-07	3.2e-10	1.95e-08
0.1	-0.3	-0.6	-1.54e-07	4.56e-08	1.51e-07
0.1	-0.3	-0.5	5.37e-08	1.94e-07	4.67e-07
0.1	-0.3	-0.4	7.53e-07	3.92e-07	7.18e-07
0.1	-0.3	-0.3	1.46e-06	3.77e-07	5.13e-07
0.1	-0.3	-0.2	1.72e-06	2.53e-07	2.42e-07
0.1	-0.3	-0.1	1.77e-06	1.75e-07	1.06e-07
0.1	-0.3	0	1.77e-06	1.56e-07	4.01e-08
0.1	-0.3	0.1	1.74e-06	1.93e-07	-1.87e-08
0.1	-0.3	0.2	1.66e-06	3.04e-07	-1.32e-07
0.1	-0.3	0.3	1.37e-06	4.96e-07	-3.65e-07
0.1	-0.3	0.4	6.56e-07	5.64e-07	-5.63e-07
0.1	-0.3	0.5	-5.29e-08	3.08e-07	-3.76e-07
0.1	-0.3	0.6	-2.63e-07	8.37e-08	-1.13e-07
0.1	-0.3	0.7	-2.68e-07	5.95e-09	-9.37e-10
0.1	-0.3	0.8	-2.32e-07	-1.2e-08	3.02e-08
0.1	-0.3	0.9	-1.93e-07	-1.31e-08	3.35e-08
0.1	-0.3	1	-1.59e-07	-1.05e-08	2.9e-08
0.1	-0.2	-1	-6.59e-08	-3.64e-09	-2.18e-08
0.1	-0.2	-0.9	-9.36e-08	-4.96e-09	-2.34e-08
0.1	-0.2	-0.8	-1.27e-07	-5.07e-09	-1.07e-08
0.1	-0.2	-0.7	-1.52e-07	3.06e-09	5.5e-08
0.1	-0.2	-0.6	-8.82e-08	4.67e-08	2.78e-07
0.1	-0.2	-0.5	3.89e-07	1.69e-07	6.99e-07
0.1	-0.2	-0.4	1.31e-06	2.32e-07	7.03e-07
0.1	-0.2	-0.3	1.74e-06	1.46e-07	3.29e-07
0.1	-0.2	-0.2	1.81e-06	7.28e-08	1.25e-07
0.1	-0.2	-0.1	1.8e-06	3.75e-08	5.39e-08
0.1	-0.2	0	1.77e-06	2.91e-08	3.11e-08
0.1	-0.2	0.1	1.75e-06	4.54e-08	1.03e-08
0.1	-0.2	0.2	1.73e-06	1e-07	-5.25e-08
0.1	-0.2	0.3	1.63e-06	2.25e-07	-2.36e-07
0.1	-0.2	0.4	1.18e-06	4.07e-07	-5.81e-07
0.1	-0.2	0.5	2.51e-07	3.45e-07	-6e-07
0.1	-0.2	0.6	-2.26e-07	1.19e-07	-2.3e-07
0.1	-0.2	0.7	-2.84e-07	1.86e-08	-3.07e-08
0.1	-0.2	0.8	-2.51e-07	-6.49e-09	2.66e-08
0.1	-0.2	0.9	-2.09e-07	-9.89e-09	3.56e-08
0.1	-0.2	1	-1.71e-07	-8.4e-09	3.17e-08
0.1	-0.1	-1	-6.05e-08	-1.28e-09	-2.17e-08
0.1	-0.1	-0.9	-8.72e-08	-2.21e-09	-2.18e-08
0.1	-0.1	-0.8	-1.18e-07	-3.56e-09	-2.78e-09
0.1	-0.1	-0.7	-1.32e-07	-3.81e-09	8.81e-08
0.1	-0.1	-0.6	-2.51e-09	7.4e-09	3.87e-07
0.1	-0.1	-0.5	6.95e-07	4.88e-08	8.22e-07
0.1	-0.1	-0.4	1.58e-06	5.82e-08	5.94e-07
0.1	-0.1	-0.3	1.83e-06	3.19e-08	2.29e-07
0.1	-0.1	-0.2	1.83e-06	1.22e-08	8.32e-08
0.1	-0.1	-0.1	1.78e-06	3.29e-09	4.45e-08
0.1	-0.1	0	1.74e-06	2.09e-09	3.89e-08
0.1	-0.1	0.1	1.72e-06	8.88e-09	3.21e-08
0.1	-0.1	0.2	1.71e-06	3.14e-08	-8.33e-09
0.1	-0.1	0.3	1.68e-06	9.11e-08	-1.52e-07
0.1	-0.1	0.4	1.41e-06	2.13e-07	-5.08e-07
0.1	-0.1	0.5	5.17e-07	2.63e-07	-7.4e-07
0.1	-0.1	0.6	-1.76e-07	1.1e-07	-3.38e-07
0.1	-0.1	0.7	-2.95e-07	2.17e-08	-5.99e-08
0.1	-0.1	0.8	-2.67e-07	-2.09e-09	2.24e-08
0.1	-0.1	0.9	-2.22e-07	-6.21e-09	3.69e-08
0.1	-0.1	1	-1.81e-07	-5.67e-09	3.37e-08
0.1	0	-1	-5.14e-08	1.12e-09	-2.07e-08
0.1	0	-0.9	-7.51e-08	3.86e-10	-2e-08
0.1	0	-0.8	-1.02e-07	-3.36e-09	2.03e-09
0.1	0	-0.7	-1.07e-07	-1.78e-08	1.03e-07
0.1	0	-0.6	5.43e-08	-6.21e-08	4.31e-07
0.1	0	-0.5	8.39e-07	-1.18e-07	8.45e-07
0.1	0	-0.4	1.69e-06	-7.8e-08	5.46e-07
0.1	0	-0.3	1.88e-06	-3.05e-08	2.07e-07
0.1	0	-0.2	1.84e-06	-8.66e-09	8.64e-08
0.1	0	-0.1	1.76e-06	2.47e-09	5.87e-08
0.1	0	0	1.7e-06	8.51e-09	5.6e-08
0.1	0	0.1	1.67e-06	1.12e-08	4.95e-08
0.1	0	0.2	1.67e-06	1.5e-08	1.1e-08
0.1	0	0.3	1.66e-06	3.01e-08	-1.25e-07
0.1	0	0.4	1.45e-06	7.38e-08	-4.81e-07
0.1	0	0.5	6.02e-07	1.13e-07	-7.94e-07
0.1	0	0.6	-1.67e-07	5.76e-08	-3.92e-07
0.1	0	0.7	-3.06e-07	1.41e-08	-7.3e-08
0.1	0	0.8	-2.78e-07	6.25e-10	2.11e-08
0.1	0	0.9	-2.31e-07	-2.39e-09	3.79e-08
0.1	0	1	-1.88e-07	-2.58e-09	3.48e-08
0.1	0.1	-1	-3.89e-08	3.34e-09	-1.91e-08
0.1	0.1	-0.9	-5.8e-08	2.81e-09	-1.82e-08
0.1	0.1	-0.8	-7.84e-08	-2.94e-09	1.97e-09
0.1	0.1	-0.7	-7.82e-08	-2.92e-08	9.21e-08
0.1	0.1	-0.6	6.85e-08	-1.21e-07	3.81e-07
0.1	0.1	-0.5	7.85e-07	-2.78e-07	7.97e-07
0.1	0.1	-0.4	1.68e-06	-2.31e-07	5.83e-07
0.1	0.1	-0.3	1.92e-06	-1.07e-07	2.47e-07
0.1	0.1	-0.2	1.88e-06	-3.7e-08	1.21e-07
0.1	0.1	-0.1	1.76e-06	2.3e-09	8.83e-08
0.1	0.1	0	1.66e-06	2.12e-08	7.8e-08
0.1	0.1	0.1	1.62e-06	2.12e-08	6.03e-08
0.1	0.1	0.2	1.62e-06	6.21e-09	6.1e-09
0.1	0.1	0.3	1.6e-06	-2.1e-08	-1.55e-07
0.1	0.1	0.4	1.35e-06	-5.31e-08	-5.36e-07
0.1	0.1	0.5	4.71e-07	-4.7e-08	-7.76e-07
0.1	0.1	0.6	-2.1e-07	-7.34e-09	-3.51e-07
0.1	0.1	0.7	-3.19e-07	3.19e-09	-6.04e-08
0.1	0.1	0.8	-2.85e-07	2.76e-09	2.44e-08
0.1	0.1	0.9	-2.35e-07	1.44e-09	3.88e-08
0.1	0.1	1	-1.91e-07	6.22e-10	3.51e-08
0.1	0.2	-1	-2.42e-08	5.21e-09	-1.69e-08
0.1	0.2	-0.9	-3.72e-08	5.04e-09	-1.65e-08
0.1	0.2	-0.8	-5e-08	-1.04e-09	-1.49e-09
0.1	0.2	-0.7	-4.69e-08	-3.04e-08	6.41e-08
0.1	0.2	-0.6	5.26e-08	-1.37e-07	2.75e-07
0.1	0.2	-0.5	5.72e-07	-3.75e-07	6.61e-07
0.1	0.2	-0.4	1.53e-06	-4.49e-07	6.62e-07
0.1	0.2	-0.3	1.96e-06	-2.73e-07	3.38e-07
0.1	0.2	-0.2	1.93e-06	-1.28e-07	1.72e-07
0.1	0.2	-0.1	1.74e-06	-2.81e-08	1.15e-07
0.1	0.2	0	1.58e-06	2e-08	8.76e-08
0.1	0.2	0.1	1.53e-06	1.23e-08	4.89e-08
0.1	0.2	0.2	1.53e-06	-3.66e-08	-4.07e-08
0.1	0.2	0.3	1.47e-06	-1.23e-07	-2.62e-07
0.1	0.2	0.4	1.06e-06	-2.2e-07	-6.51e-07
0.1	0.2	0.5	1.64e-07	-1.62e-07	-6.58e-07
0.1	0.2	0.6	-2.9e-07	-4.31e-08	-2.46e-07
0.1	0.2	0.7	-3.31e-07	-1.32e-09	-2.97e-08
0.1	0.2	0.8	-2.86e-07	5.83e-09	3.06e-08
0.1	0.2	0.9	-2.35e-07	5.23e-09	3.93e-08
0.1	0.2	1	-1.91e-07	3.67e-09	3.45e-08
0.1	0.3	-1	-8.89e-09	6.6e-09	-1.44e-08
0.1	0.3	-0.9	-1.52e-08	6.93e-09	-1.45e-08
0.1	0.3	-0.8	-1.93e-08	2.09e-09	-5.38e-09
0.1	0.3	-0.7	-1.04e-08	-2.24e-08	3.39e-08
0.1	0.3	-0.6	5.39e-08	-1.12e-07	1.57e-07
0.1	0.3	-0.5	3.38e-07	-3.57e-07	4.33e-07
0.1	0.3	-0.4	1.13e-06	-6.45e-07	6.29e-07
0.1	0.3	-0.3	1.88e-06	-6.12e-07	4.23e-07
0.1	0.3	-0.2	1.99e-06	-3.92e-07	1.54e-07
0.1	0.3	-0.1	1.64e-06	-1.49e-07	2.91e-08
0.1	0.3	0	1.37e-06	-3.46e-08	1.05e-08
0.1	0.3	0.1	1.33e-06	-7.5e-08	-3.12e-08
0.1	0.3	0.2	1.34e-06	-1.91e-07	-1.71e-07
0.1	0.3	0.3	1.14e-06	-3.42e-07	-4.53e-07
0.1	0.3	0.4	4.85e-07	-3.72e-07	-6.7e-07
0.1	0.3	0.5	-1.77e-07	-1.82e-07	-4.3e-07
0.1	0.3	0.6	-3.54e-07	-3.94e-08	-1.22e-07
0.1	0.3	0.7	-3.35e-07	3.16e-09	3.55e-09
0.1	0.3	0.8	-2.82e-07	1.01e-08	3.65e-08
0.1	0.3	0.9	-2.3e-07	8.73e-09	3.87e-08
0.1	0.3	1	-1.88e-07	6.31e-09	3.29e-08
0.1	0.4	-1	5.27e-09	7.45e-09	-1.17e-08
0.1	0.4	-0.9	5.08e-09	8.24e-09	-1.22e-08
0.1	0.4	-0.8	9.11e-09	5.24e-09	-7.62e-09
0.1	0.4	-0.7	2.56e-08	-1.14e-08	1.2e-08
0.1	0.4	-0.6	7.72e-08	-7.05e-08	6.93e-08
0.1	0.4	-0.5	2.34e-07	-2.4e-07	1.96e-07
0.1	0.4	-0.4	6.64e-07	-5.95e-07	3.59e-07
0.1	0.4	-0.3	1.45e-06	-9.34e-07	2.54e-07
0.1	0.4	-0.2	1.88e-06	-9.21e-07	-3.03e-07
0.1	0.4	-0.1	1.19e-06	-4.38e-07	-6.39e-07
0.1	0.4	0	7.97e-07	-2.34e-07	-3.38e-07
0.1	0.4	0.1	8.66e-07	-3.56e-07	-2.4e-07
0.1	0.4	0.2	7.87e-07	-5.06e-07	-3.77e-07
0.1	0.4	0.3	3.72e-07	-5.27e-07	-5.29e-07
0.1	0.4	0.4	-1.51e-07	-3.29e-07	-4.36e-07
0.1	0.4	0.5	-3.69e-07	-1.07e-07	-1.82e-07
0.1	0.4	0.6	-3.78e-07	-1.29e-08	-2.98e-08
0.1	0.4	0.7	-3.27e-07	1.2e-08	2.66e-08
0.1	0.4	0.8	-2.7e-07	1.44e-08	3.91e-08
0.1	0.4	0.9	-2.21e-07	1.15e-08	3.67e-08
0.1	0.4	1	-1.81e-07	8.33e-09	3.05e-08
0.1	0.5	-1	1.67e-08	7.8e-09	-9.05e-09
0.1	0.5	-0.9	2.1e-08	8.93e-09	-9.69e-09
0.1	0.5	-0.8	3.07e-08	7.57e-09	-7.86e-09
0.1	0.5	-0.7	5.24e-08	-2.23e-09	1.35e-10
0.1	0.5	-0.6	1e-07	-3.63e-08	2.04e-08
0.1	0.5	-0.5	2.06e-07	-1.32e-07	5.51e-08
0.1	0.5	-0.4	4.38e-07	-3.52e-07	6.29e-08
0.1	0.5	-0.3	8.69e-07	-7.41e-07	-1.72e-07
0.1	0.5	-0.2	1.16e-06	-1.02e-06	-1.15e-06
0.1	0.5	-0.1	1.65e-07	-6.1e-07	-1.71e-06
0.1	0.5	0	-2.37e-07	-4.61e-07	-7.71e-07
0.1	0.5	0.1	-1.05e-07	-5.55e-07	-3.98e-07
0.1	0.5	0.2	-1.73e-07	-5.13e-07	-3.48e-07
0.1	0.5	0.3	-3.51e-07	-3.35e-07	-2.85e-07
0.1	0.5	0.4	-4.35e-07	-1.36e-07	-1.49e-07
0.1	0.5	0.5	-4.23e-07	-2.77e-08	-3.82e-08
0.1	0.5	0.6	-3.68e-07	1.18e-08	1.8e-08
0.1	0.5	0.7	-3.07e-07	1.97e-08	3.67e-08
0.1	0.5	0.8	-2.53e-07	1.75e-08	3.81e-08
0.1	0.5	0.9	-2.08e-07	1.33e-08	3.34e-08
0.1	0.5	1	-1.71e-07	9.6e-09	2.74e-08
0.1	0.6	-1	2.43e-08	7.77e-09	-6.66e-09
0.1	0.6	-0.9	3.09e-08	9.08e-09	-7.21e-09
0.1	0.6	-0.8	4.27e-08	8.92e-09	-6.74e-09
0.1	0.6	-0.7	6.43e-08	3.99e-09	-4.43e-09
0.1	0.6	-0.6	1.04e-07	-1.35e-08	-6.61e-10
0.1	0.6	-0.5	1.75e-07	-6e-08	-3.57e-09
0.1	0.6	-0.4	2.92e-07	-1.62e-07	-5.25e-08
0.1	0.6	-0.3	4.29e-07	-3.3e-07	-2.73e-07
0.1	0.6	-0.2	3.29e-07	-4.4e-07	-8.12e-07
0.1	0.6	-0.1	-3.32e-07	-2.77e-07	-1.05e-06
0.1	0.6	0	-7.1e-07	-1.93e-07	-5.68e-07
0.1	0.6	0.1	-6.69e-07	-2.03e-07	-2.52e-07
0.1	0.6	0.2	-5.95e-07	-1.58e-07	-1.37e-07
0.1	0.6	0.3	-5.34e-07	-7.65e-08	-7.01e-08
0.1	0.6	0.4	-4.7e-07	-1.32e-08	-1.6e-08
0.1	0.6	0.5	-4.03e-07	1.75e-08	1.88e-08
0.1	0.6	0.6	-3.38e-07	2.56e-08	3.45e-08
0.1	0.6	0.7	-2.8e-07	2.36e-08	3.75e-08
0.1	0.6	0.8	-2.32e-07	1.87e-08	3.44e-08
0.1	0.6	0.9	-1.92e-07	1.4e-08	2.93e-08
0.1	0.6	1	-1.6e-07	1.01e-08	2.41e-08
0.1	0.7	-1	2.81e-08	7.48e-09	-4.64e-09
0.1	0.7	-0.9	3.49e-08	8.87e-09	-4.99e-09
0.1	0.7	-0.8	4.56e-08	9.51e-09	-5e-09
0.1	0.7	-0.7	6.25e-08	7.77e-09	-4.85e-09
0.1	0.7	-0.6	8.83e-08	3e-10	-6.24e-09
0.1	0.7	-0.5	1.24e-07	-1.85e-08	-1.6e-08
0.1	0.7	-0.4	1.61e-07	-5.42e-08	-5.39e-08
0.1	0.7	-0.3	1.55e-07	-9.79e-08	-1.56e-07
0.1	0.7	-0.2	-1.37e-09	-1.04e-07	-3.14e-07
0.1	0.7	-0.1	-3.22e-07	-4.26e-08	-3.64e-07
0.1	0.7	0	-5.57e-07	4.17e-09	-2.35e-07
0.1	0.7	0.1	-6e-07	1.06e-08	-1.03e-07
0.1	0.7	0.2	-5.54e-07	1.49e-08	-3.23e-08
0.1	0.7	0.3	-4.86e-07	2.52e-08	3.33e-09
0.1	0.7	0.4	-4.18e-07	3.27e-08	2.31e-08
0.1	0.7	0.5	-3.54e-07	3.36e-08	3.28e-08
0.1	0.7	0.6	-2.98e-07	2.97e-08	3.54e-08
0.1	0.7	0.7	-2.49e-07	2.39e-08	3.35e-08
0.1	0.7	0.8	-2.09e-07	1.84e-08	2.95e-08
0.1	0.7	0.9	-1.75e-07	1.37e-08	2.5e-08
0.1	0.7	1	-1.47e-07	1.01e-08	2.07e-08
0.1	0.8	-1	2.86e-08	7.03e-09	-3.01e-09
0.1	0.8	-0.9	3.43e-08	8.42e-09	-3.15e-09
0.1	0.8	-0.8	4.2e-08	9.53e-09	-3.19e-09
0.1	0.8	-0.7	5.24e-08	9.69e-09	-3.47e-09
0.1	0.8	-0.6	6.47e-08	7.73e-09	-5.25e-09
0.1	0.8	-0.5	7.52e-08	2.38e-09	-1.19e-08
0.1	0.8	-0.4	7.15e-08	-5.9e-09	-3.01e-08
0.1	0.8	-0.3	2.74e-08	-1.1e-08	-6.55e-08
0.1	0.8	-0.2	-8.59e-08	-7.11e-10	-1.06e-07
